# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	7560
#@/user_id	fedc3d7a-10a1-40a4-8722-dc6db483d2ef
a 	啊	c=15 d=1.74342 t=7560
ga liao 	尬聊	c=3 d=0.490979 t=7560
gai 	改	c=16 d=0.785383 t=7560
gai 	該	c=4 d=0.152711 t=7560
gai cheng 	改成	c=1 d=1 t=3600
gai dao 	改到	c=1 d=0.00433948 t=7560
gai de 	改得	c=1 d=2.85911e-06 t=7560
gai dong 	改動	c=2 d=0.261933 t=7560
gai gai 	改改	c=2 d=9.4984e-05 t=7560
gai lan 	概覽	c=1 d=1 t=1320
gai le 	改了	c=6 d=0.262029 t=7560
gai wei 	改爲	c=1 d=1 t=3251
gai xia 	改下	c=6 d=2.42709 t=3750
gai xing 	改性	c=2 d=0.300279 t=7560
gai yi xia 	改一下	c=2 d=0.00677199 t=7560
gan ga 	尷尬	c=1 d=0.0550232 t=7560
gan jue 	感覺	c=28 d=1.3949 t=7560
gan qing 	感情	c=1 d=0.467666 t=7560
gan shou 	感受	c=2 d=0.0164617 t=7560
gan xie 	感謝	c=1 d=0.013912 t=7560
gang 	剛	c=3 d=0.509156 t=7560
gang cai 	剛纔	c=2 d=1.00027 t=3897
gang ce wan 	剛測完	c=1 d=2.76171e-10 t=7560
gang hao 	剛好	c=1 d=0.00318278 t=7560
gang tie 	鋼鐵	c=2 d=0.00619375 t=7560
gang xue 	剛學	c=1 d=0.000599149 t=7560
gao 	搞	c=1 d=0.00348252 t=7560
gao 	高	c=3 d=0.00280879 t=7560
gao gao 	高高	c=1 d=0.00215492 t=7560
gao jing 	告警	c=2 d=1.00003 t=2233
gao su 	告訴	c=1 d=1 t=1659
gao su wo 	告訴我	c=1 d=0.00637737 t=7560
gao wan 	搞完	c=1 d=1 t=2157
gao xing 	高興	c=2 d=1.00775 t=2420
gao zhi 	告知	c=1 d=1 t=2405
ge 	個	c=19 d=1.86382 t=7560
ge 	哥	c=26 d=0.922073 t=7560
ge 	格	c=1 d=9.16609e-06 t=7560
ge 	歌	c=4 d=0.0122609 t=7560
ge ge 	各個	c=1 d=2.06579e-06 t=7560
ge ren 	個人	c=7 d=5.8351 t=7560
ge shi 	格式	c=3 d=2.04342e-07 t=7560
ge shi hua 	格式化	c=1 d=1.30432e-08 t=7560
ge shui 	個稅	c=1 d=3.75439e-05 t=7560
ge xing 	個性	c=1 d=2.16124e-08 t=7560
gei 	給	c=13 d=0.00659589 t=7560
gei chu 	給出	c=1 d=1 t=1469
gei de 	給的	c=1 d=2.79526e-05 t=7560
gei le 	給了	c=1 d=5.04262e-05 t=7560
gei ni 	給你	c=6 d=0.771052 t=7560
gei ren 	給人	c=1 d=8.67557e-06 t=7560
gei ta 	給他	c=1 d=1 t=1295
gei wo 	給我	c=3 d=0.0218625 t=7560
gen 	跟	c=1 d=0.26054 t=7560
gen bu shang 	跟不上	c=1 d=0.0407622 t=7560
gen jin 	跟進	c=1 d=0.0117959 t=7560
gen ju 	根據	c=4 d=1.2117 t=7560
gen mu lu 	根目錄	c=1 d=1 t=847
gen zong 	跟蹤	c=1 d=1 t=2566
geng 	更	c=3 d=0.0154256 t=7560
geng gai 	更改	c=8 d=0.889743 t=7560
geng huan 	更換	c=1 d=1 t=1612
geng pei 	更配	c=2 d=0.000167424 t=7560
geng xin 	更新	c=24 d=0.608578 t=7560
gong 	宮	c=2 d=2.39395e-05 t=7560
gong cheng 	工程	c=2 d=0.191427 t=7560
gong dan 	工單	c=2 d=1.7788 t=1033
gong gong 	公共	c=3 d=2.17852 t=7560
gong ji 	共計	c=1 d=0.759572 t=7560
gong ju 	工具	c=6 d=0.000531041 t=7560
gong ju ren 	工具人	c=3 d=0.00074724 t=7560
gong ke 	工科	c=1 d=0.367879 t=7560
gong li 	公里	c=1 d=6.80682e-05 t=7560
gong neng 	功能	c=9 d=1.43529 t=7560
gong si 	公司	c=5 d=0.0344789 t=7560
gong wang 	公網	c=4 d=0.270035 t=7560
gong yong 	共用	c=5 d=0.873716 t=7560
gong zuo 	工作	c=6 d=0.000422706 t=7560
gou 	夠	c=1 d=4.9804e-06 t=7560
gou da 	勾搭	c=1 d=0.000252273 t=7560
gou jian 	構建	c=17 d=0.40867 t=7560
gou tong 	溝通	c=1 d=1 t=2984
gou yong 	夠用	c=2 d=9.2903e-06 t=7560
gu gong 	故宮	c=1 d=7.4107e-05 t=7560
gu ji 	估計	c=1 d=0.0958472 t=7560
gu piao 	股票	c=1 d=0.00406639 t=7560
gu shang 	顧上	c=1 d=0.00021605 t=7560
gu xiang 	故鄉	c=1 d=7.56041e-05 t=7560
gu zhang 	故障	c=8 d=3.44836 t=721
gua 	掛	c=1 d=0.00904991 t=7560
gua zai 	掛載	c=6 d=0.098476 t=7560
guai wu 	怪物	c=1 d=6.11565e-10 t=7560
guan 	冠	c=4 d=0.0293049 t=7560
guan 	管	c=2 d=6.17751e-07 t=7560
guan bi 	關閉	c=3 d=0.336216 t=7560
guan cha 	觀察	c=1 d=1 t=2354
guan diao 	關掉	c=1 d=1 t=3881
guan fang 	官方	c=3 d=5.32773e-05 t=7560
guan ji 	關機	c=1 d=2.15529e-05 t=7560
guan jian 	關鍵	c=3 d=0.759572 t=7560
guan jian dian 	關鍵點	c=1 d=0.0163259 t=7560
guan jian zi 	關鍵字	c=2 d=0.00389028 t=7560
guan le 	關了	c=3 d=2.64569 t=2336
guan li 	管理	c=4 d=0.0146603 t=7560
guan li yuan 	管理員	c=3 d=0.0014497 t=7560
guan lian 	關聯	c=2 d=1.956 t=1792
guan xi 	關係	c=3 d=1.30431 t=7560
guang 	逛	c=1 d=8.82797e-05 t=7560
guang gao 	廣告	c=1 d=0.000448321 t=7560
guang jie 	逛街	c=1 d=0.00139481 t=7560
guang tou 	光頭	c=1 d=8.08904e-06 t=7560
guang wan 	逛完	c=1 d=6.87523e-05 t=7560
guang zhou 	廣州	c=10 d=2.17722e-05 t=7560
gui 	貴	c=1 d=5.1578e-06 t=7560
gui ding 	規定	c=1 d=1 t=3135
gui fan 	規範	c=2 d=0.386741 t=7560
gui mi 	閨蜜	c=2 d=0.0356293 t=7560
gui mo 	規模	c=1 d=1 t=2897
gui ze 	規則	c=9 d=0.822849 t=7560
gun 	棍	c=1 d=6.23919e-10 t=7560
guo 	果	c=2 d=0.000189874 t=7560
guo 	過	c=3 d=0.200022 t=7560
guo 	郭	c=1 d=0.179964 t=7560
guo cheng 	過程	c=1 d=1 t=803
guo hong wei 	郭宏偉	c=1 d=0.228779 t=7560
guo lai 	過來	c=1 d=7.28276e-06 t=7560
guo lv 	過濾	c=10 d=0.570071 t=7560
guo lv qi 	過濾器	c=1 d=7.17678e-10 t=7560
guo lv qu 	過濾區	c=1 d=2.32956e-08 t=7560
guo nei 	國內	c=1 d=1 t=1345
guo qi 	過期	c=1 d=0.00143728 t=7560
guo qu 	過去	c=2 d=0.451581 t=7560
ha 	哈	c=31 d=1.67131 t=7560
hai 	海	c=2 d=1.1836 t=926
hai 	還	c=5 d=0.0365965 t=7560
hai bu shi 	還不是	c=1 d=0.0265162 t=7560
hai hao 	還好	c=5 d=0.541137 t=7560
hai mei 	還沒	c=4 d=6.17257e-05 t=7560
hai shi 	還是	c=26 d=0.824988 t=7560
hai shi ge 	還是個	c=1 d=1.91157e-05 t=7560
hai xing 	還行	c=3 d=0.000352531 t=7560
hai yao 	還要	c=1 d=0.00158052 t=7560
hai you 	還有	c=8 d=0.823595 t=7560
hai you xie 	還有些	c=1 d=1 t=1462
hai zai 	還在	c=1 d=1 t=2385
hai zi 	孩子	c=1 d=0.00213348 t=7560
han shu 	函數	c=2 d=5.34732e-11 t=7560
han zi 	漢字	c=1 d=0.00733572 t=7560
hang zhu 	夯築	c=1 d=1 t=2662
hao 	好	c=11 d=0.048704 t=7560
hao ba 	好吧	c=1 d=8.6323e-06 t=7560
hao ban 	好辦	c=1 d=0.00232276 t=7560
hao chun 	好蠢	c=1 d=0.0490458 t=7560
hao de 	好的	c=7 d=1.68876 t=2933
hao duo 	好多	c=3 d=0.00954581 t=7560
hao kan 	好看	c=2 d=0.0106625 t=7560
hao le 	好了	c=11 d=0.502495 t=7560
hao miao 	毫秒	c=1 d=1 t=2774
hao qi 	好奇	c=3 d=0.421962 t=7560
hao wu 	毫無	c=2 d=0.000259562 t=7560
hao xiang 	好像	c=8 d=0.420716 t=7560
hao you 	好友	c=2 d=0.000343837 t=7560
he 	合	c=1 d=1 t=3137
he 	和	c=42 d=2.94944 t=7560
he 	喝	c=1 d=0.0141223 t=7560
he 	賀	c=2 d=1.93707 t=483
he bing 	合併	c=7 d=4.27207 t=7560
he dui 	覈對	c=1 d=3.51812e-05 t=7560
he ji 	合計	c=1 d=1 t=1942
he ni 	和你	c=1 d=2.42422e-06 t=7560
he shi 	合適	c=1 d=4.61096e-11 t=7560
he wo 	和我	c=0 d=0.0460704 t=7560
he yi qian 	和以前	c=1 d=1 t=3010
hei 	黑	c=2 d=0.0887115 t=7560
hei guo 	黑果	c=1 d=9.51877e-09 t=7560
hei ping guo 	黑蘋果	c=1 d=0.869358 t=7560
hen 	很	c=10 d=0.794534 t=7560
hen gan ga 	很尷尬	c=1 d=0.0317456 t=7560
hen jian dan 	很簡單	c=1 d=0.0112206 t=7560
hen nan 	很難	c=1 d=0.0237541 t=7560
hen shao 	很少	c=1 d=0.0596059 t=7560
hen you qu 	很有趣	c=1 d=0.519442 t=7560
heng 	哼	c=2 d=0.0658262 t=7560
heng ban 	橫版	c=2 d=1.98511 t=906
hong 	宏	c=3 d=0.0109005 t=7560
hong 	洪	c=2 d=0.865022 t=7560
hong wei 	宏偉	c=3 d=0.182834 t=7560
hou 	後	c=12 d=2.16474 t=7560
hou duan 	後端	c=1 d=1 t=2190
hou hui 	後悔	c=1 d=0.0137049 t=7560
hou lai 	後來	c=1 d=4.67985e-09 t=7560
hou mian 	後面	c=1 d=0.197899 t=7560
hou qi 	後期	c=1 d=0.0356146 t=7560
hou tai 	後臺	c=3 d=0.344728 t=7560
hou xu 	後續	c=4 d=0.0399138 t=7560
hu 	胡	c=2 d=1.00008 t=3548
hu die 	蝴蝶	c=0 d=0.1 t=199
hu die shi 	蝴蝶式	c=1 d=1 t=200
hu lve 	忽略	c=1 d=0.337902 t=7560
hua 	滑	c=3 d=0.0134346 t=7560
hua 	花	c=12 d=0.335097 t=7560
hua 	話	c=9 d=0.0288049 t=7560
hua ban 	滑板	c=10 d=0.0472329 t=7560
hua de 	滑的	c=1 d=0.0131019 t=7560
hua jie 	化解	c=1 d=1 t=1985
hua jie 	花姐	c=7 d=0.00118869 t=7560
hua lian 	華聯	c=1 d=0.000122794 t=7560
hua qi lai 	滑起來	c=1 d=0.0117371 t=7560
hua shuo 	華碩	c=1 d=0.951229 t=7560
hua wei 	華爲	c=2 d=1.83249 t=7560
hua yu 	話語	c=1 d=1 t=3657
huan 	換	c=4 d=0.0323869 t=7560
huan cheng 	換成	c=1 d=1 t=2483
huan cun 	緩存	c=1 d=1.35755e-08 t=7560
huan hui 	換回	c=1 d=1.20404e-08 t=7560
huan jie huan jie 	緩解緩解	c=1 d=1.51881e-05 t=7560
huan jing 	環境	c=19 d=0.509116 t=7560
huan ying 	歡迎	c=2 d=0.000813296 t=7560
huang shan 	黃山	c=1 d=0.937067 t=7560
hui 	會	c=19 d=1.32622 t=7560
hui chen 	灰塵	c=1 d=1 t=199
hui de 	會的	c=1 d=1 t=3438
hui diao 	回調	c=7 d=0.00147627 t=7560
hui fu 	回覆	c=4 d=0.00467611 t=7560
hui fu 	恢復	c=3 d=0.304221 t=7560
hui gui 	回歸	c=7 d=4.16363 t=7560
hui gun 	回滾	c=1 d=4.7975e-07 t=7560
hui jia 	會加	c=1 d=1 t=58
hui jiang 	會將	c=1 d=0.000285862 t=7560
hui lai 	回來	c=1 d=6.52415e-06 t=7560
hui le 	回了	c=1 d=0.00174675 t=7560
hui pu 	惠普	c=1 d=2.87344e-06 t=7560
hui qu 	回去	c=2 d=0.408612 t=7560
hui rang 	會讓	c=1 d=8.37717e-06 t=7560
hui shou zhan 	回收站	c=1 d=1.83281e-10 t=7560
hui yi shi 	會議室	c=2 d=1.56325e-08 t=7560
hui you 	會有	c=3 d=1.0268 t=2556
hui zai 	會在	c=1 d=0.268474 t=7560
hui zong 	彙總	c=5 d=0.678052 t=7560
hun he 	混合	c=3 d=5.18141e-07 t=7560
huo 	或	c=1 d=1 t=3981
huo qu 	獲取	c=14 d=0.647265 t=7560
huo zhe 	或者	c=5 d=1.75194 t=7560
i 	i	c=1 d=0.161421 t=2719
ji 	及	c=1 d=0.0845849 t=7560
ji 	幾	c=1 d=3.7363e-07 t=7560
ji 	急	c=1 d=0.56836 t=7560
ji 	機	c=4 d=0.111954 t=7560
ji 	級	c=1 d=1 t=2775
ji 	記	c=1 d=0.000884932 t=7560
ji an 	吉安	c=0 d=5.45035e-09 t=7560
ji ben 	基本	c=1 d=4.53058e-10 t=7560
ji cheng 	繼承	c=1 d=4.13994e-08 t=7560
ji cheng 	集成	c=1 d=1.10326e-09 t=7560
ji chu 	基礎	c=2 d=2.02546e-06 t=7560
ji chu wang luo 	基礎網絡	c=1 d=2.02488e-06 t=7560
ji de 	記得	c=1 d=0.0211736 t=7560
ji duan 	極端	c=1 d=1 t=2553
ji fang 	機房	c=17 d=1.36889e-05 t=7560
ji ge 	幾個	c=2 d=7.30037e-05 t=7560
ji hang 	幾行	c=2 d=3.93582e-07 t=7560
ji hua 	計劃	c=2 d=0.433874 t=7560
ji hui 	機會	c=1 d=0.0437178 t=7560
ji ke 	即可	c=1 d=0.063609 t=7560
ji lou 	幾樓	c=1 d=0.0925506 t=7560
ji lu 	記錄	c=6 d=0.0123607 t=7560
ji mo 	寂寞	c=1 d=1.46657e-05 t=7560
ji neng dian 	技能點	c=1 d=0.282239 t=7560
ji qi 	機器	c=14 d=1.37805 t=7560
ji qi shang 	機器上	c=1 d=1 t=3902
ji qun 	集羣	c=29 d=1.46805 t=7560
ji shi 	即使	c=1 d=6.94551e-07 t=7560
ji suan 	計算	c=12 d=0.121538 t=7560
ji suan ji 	計算機	c=2 d=0.163568 t=7560
ji suan jie dian 	計算節點	c=2 d=0.00302755 t=7560
ji xing 	機型	c=2 d=1.29957e-08 t=7560
ji xu 	繼續	c=1 d=0.0305009 t=7560
ji yu 	基於	c=1 d=1 t=869
ji zai 	記在	c=1 d=0.146607 t=7560
ji zhi 	機制	c=1 d=0.0561348 t=7560
jia 	加	c=22 d=1.02852 t=7560
jia 	嘉	c=1 d=0.000227127 t=7560
jia 	夾	c=1 d=1.81457e-10 t=7560
jia 	家	c=1 d=3.58919e-05 t=7560
jia 	架	c=1 d=7.9084e-05 t=7560
jia dao 	加到	c=3 d=0.178813 t=7560
jia ge 	佳哥	c=1 d=0.000234044 t=7560
jia ge 	加個	c=2 d=0.000342122 t=7560
jia guo 	加過	c=1 d=1.60938e-10 t=7560
jia le 	加了	c=4 d=0.00349627 t=7560
jia shang 	加上	c=2 d=1.75192e-05 t=7560
jia wan 	加完	c=1 d=1.23431e-06 t=7560
jian 	健	c=3 d=0.00265877 t=7560
jian 	見	c=1 d=0.0146253 t=7560
jian bu de 	見不得	c=1 d=5.61539e-06 t=7560
jian ce 	檢測	c=8 d=2.13033e-06 t=7560
jian cha 	檢查	c=10 d=3.10326 t=3940
jian dan 	簡單	c=6 d=0.798516 t=7560
jian de 	見得	c=1 d=5.7864e-06 t=7560
jian ge 	間隔	c=1 d=0.0017643 t=7560
jian jie 	見解	c=3 d=0.981913 t=7560
jian kang 	健康	c=8 d=2.68968 t=3939
jian kong 	監控	c=14 d=0.318246 t=7560
jian mian 	見面	c=1 d=2.99794e-05 t=7560
jian pan 	鍵盤	c=4 d=1.33444 t=711
jian pian 	剪片	c=1 d=1 t=296
jian rong 	兼容	c=1 d=0.292293 t=7560
jian ting 	監聽	c=1 d=1 t=3922
jian yi 	建議	c=0 d=0.1 t=2862
jian zhi 	鍵值	c=1 d=4.86918e-05 t=7560
jiang 	將	c=2 d=5.68554e-05 t=7560
jiang 	蔣	c=2 d=0.657881 t=7560
jiang di 	降低	c=1 d=0.814647 t=7560
jiao 	交	c=7 d=1.41529 t=7560
jiao 	叫	c=1 d=0.000244817 t=7560
jiao ben 	腳本	c=9 d=0.0215213 t=7560
jiao cha 	交叉	c=1 d=1.07029e-05 t=7560
jiao cheng 	教程	c=1 d=4.21195e-05 t=7560
jiao gei 	交給	c=1 d=0.752014 t=7560
jiao ji 	交集	c=1 d=1 t=1840
jiao ren 	叫人	c=1 d=0.000443861 t=7560
jiao ti 	交替	c=1 d=1 t=2304
jiao wo 	叫我	c=1 d=0.000567086 t=7560
jiao xue 	教學	c=1 d=0.00806679 t=7560
jiao yan 	校驗	c=3 d=1.36605 t=3704
jie 	姐	c=6 d=0.000125844 t=7560
jie bang 	解綁	c=2 d=1.94176 t=1817
jie chu 	接觸	c=1 d=0.00416933 t=7560
jie dian 	節點	c=23 d=0.329582 t=7560
jie guo 	結果	c=4 d=2.46613 t=7560
jie jie 	姐姐	c=2 d=2.46803e-05 t=7560
jie jue 	解決	c=2 d=0.00115801 t=7560
jie kou 	接口	c=27 d=0.340152 t=7560
jie ma 	解碼	c=1 d=5.01747e-05 t=7560
jie mian 	界面	c=2 d=8.48301e-05 t=7560
jie qu 	截取	c=1 d=1 t=2451
jie ru 	接入	c=6 d=0.00059363 t=7560
jie shi 	解釋	c=3 d=0.484325 t=7560
jie shu 	結束	c=4 d=0.639718 t=7560
jie suan 	結算	c=1 d=0.00147367 t=7560
jie suo 	解鎖	c=1 d=1.09011e-06 t=7560
jie suo zhong 	解鎖中	c=1 d=1.00051e-06 t=7560
jie tu 	截圖	c=1 d=1.81427e-08 t=7560
jie xi 	解析	c=1 d=0.00030659 t=7560
jie ya 	解壓	c=1 d=0.00201931 t=7560
jin 	近	c=1 d=9.66263e-09 t=7560
jin cheng 	進程	c=2 d=1.94176 t=119
jin du 	進度	c=1 d=3.31493e-11 t=7560
jin liang 	儘量	c=1 d=0.00416933 t=7560
jin ru 	進入	c=1 d=3.3396e-10 t=7560
jin shan 	金山	c=0 d=7.96726e-05 t=7560
jin shan yun 	金山雲	c=1 d=0.000800719 t=7560
jin tian 	今天	c=4 d=0.00401465 t=7560
jin xing 	進行	c=4 d=0.769539 t=7560
jin yong 	禁用	c=3 d=0.32628 t=7560
jin zao 	今早	c=1 d=8.76425e-08 t=7560
jin zhi 	禁止	c=1 d=1.79127e-05 t=7560
jing 	靜	c=5 d=1.05667 t=1188
jing dian 	經典	c=1 d=1 t=896
jing dong 	京東	c=5 d=1.82338 t=7560
jing guo 	經過	c=5 d=2.9339 t=7560
jing li guo 	經歷過	c=1 d=9.49258e-06 t=7560
jing que 	精確	c=1 d=0.00194986 t=7560
jing tai 	靜態	c=1 d=5.01747e-05 t=7560
jing xi 	驚喜	c=1 d=6.62275e-06 t=7560
jing xiang 	鏡像	c=44 d=0.983509 t=7560
jing yan 	經驗	c=2 d=0.0528657 t=7560
jiu 	就	c=65 d=2.04158 t=7560
jiu 	救	c=1 d=0.000150733 t=7560
jiu ban ben 	舊版本	c=1 d=1 t=636
jiu dian 	九點	c=2 d=0.143777 t=7560
jiu hao 	就好	c=1 d=1.10841e-05 t=7560
jiu hui 	就會	c=1 d=1 t=2800
jiu ke yi 	就可以	c=1 d=5.65718e-05 t=7560
jiu neng 	就能	c=1 d=0.000356206 t=7560
jiu shi 	就是	c=21 d=1.09853 t=7560
jiu suan 	就算	c=1 d=0.423162 t=7560
jiu wo 	就我	c=1 d=0.000739157 t=7560
jiu xiang 	就像	c=1 d=0.00037447 t=7560
jiu xing 	就行	c=8 d=1 t=7560
jiu yong 	就用	c=1 d=1 t=2204
jiu you 	就有	c=2 d=0.00357068 t=7560
jiu zai 	就在	c=3 d=0.00307331 t=7560
jiu zou 	就走	c=1 d=0.222017 t=7560
ju 	據	c=0 d=0.00702988 t=7560
ju qing 	劇情	c=2 d=1.38279e-05 t=7560
ju ti 	具體	c=1 d=5.96465e-10 t=7560
ju zhong 	劇中	c=1 d=0.666977 t=7560
jue de 	覺得	c=8 d=1.23167 t=7560
jue ding 	決定	c=2 d=0.0384011 t=7560
jue se 	角色	c=5 d=3.56995 t=1350
jue xing 	覺醒	c=1 d=0.00755912 t=7560
jun 	均	c=3 d=0.605515 t=7560
jun heng 	均衡	c=1 d=8.52869e-11 t=7560
ka fa 	卡法	c=1 d=0.946485 t=7560
kai 	開	c=6 d=0.00242967 t=7560
kai fa 	開發	c=25 d=10.7567 t=7560
kai fang 	開放	c=1 d=0.0109436 t=7560
kai guo 	開過	c=1 d=1 t=3268
kai hui 	開會	c=1 d=8.35839e-09 t=7560
kai pi 	開闢	c=4 d=2.41648 t=7560
kai shi 	開始	c=5 d=0.488341 t=7560
kai tong 	開通	c=1 d=0.0195457 t=7560
kai xin 	開心	c=2 d=0.0130909 t=7560
kan 	看	c=27 d=3.55857 t=7560
kan bu dao 	看不到	c=2 d=0.298197 t=7560
kan bu liao 	看不了	c=1 d=4.54077e-07 t=7560
kan dao 	看到	c=1 d=0.000405658 t=7560
kan kan 	看看	c=10 d=0.292794 t=7560
kan le 	看了	c=1 d=1 t=1097
kan ni 	看你	c=2 d=1.39868e-05 t=7560
kan qi lai 	看起來	c=3 d=0.000252835 t=7560
kan xia 	看下	c=2 d=1.00112 t=3346
kan zhe 	看着	c=2 d=0.149691 t=7560
kao 	靠	c=1 d=0.0169075 t=7560
kao bei 	拷貝	c=5 d=0.00113632 t=7560
kao lv 	考慮	c=2 d=8.00856e-06 t=7560
ke 	可	c=23 d=0.356538 t=7560
ke hu 	客戶	c=4 d=2.00746 t=2989
ke hu duan 	客戶端	c=1 d=0.00276698 t=7560
ke jiu 	可救	c=1 d=0.136014 t=7560
ke long 	克隆	c=3 d=1.0002 t=3608
ke neng 	可能	c=8 d=0.601356 t=7560
ke neng you 	可能有	c=1 d=1 t=334
ke shi li hua 	可實例化	c=1 d=5.06789e-05 t=7560
ke tong guo 	可通過	c=1 d=3.86005e-08 t=7560
ke xuan 	可選	c=1 d=0.00201931 t=7560
ke yi 	可以	c=46 d=1.31299 t=7560
ke yi le 	可以了	c=1 d=1 t=2331
ke yong 	可用	c=1 d=9.66099e-07 t=7560
ke yong qu 	可用取	c=1 d=3.31436e-09 t=7560
ke zhi hua 	客製化	c=3 d=1.25689 t=710
ken ding 	肯定	c=3 d=0.375326 t=7560
kong 	空	c=4 d=1.87396 t=3518
kong de 	空的	c=1 d=1 t=3491
kong jian 	空間	c=2 d=5.76241e-08 t=7560
kong mi ma 	空密碼	c=1 d=1 t=2394
kong zhi 	控制	c=8 d=0.174974 t=7560
kong zhi tai 	控制檯	c=9 d=0.00127317 t=7560
kou 	口	c=1 d=3.59848e-06 t=7560
ku 	庫	c=3 d=4.28085e-09 t=7560
kuai 	快	c=3 d=0.112219 t=7560
kuai le 	快了	c=1 d=1 t=2532
kuai le 	快樂	c=4 d=0.0957955 t=7560
kuan 	寬	c=1 d=0.118837 t=7560
kuo zhan 	擴展	c=3 d=1.01336e-05 t=7560
la 	啦	c=7 d=0.250551 t=7560
la 	拉	c=2 d=0.00169245 t=7560
la bi 	蠟筆	c=1 d=1.08511 t=896
la bi tou 	蠟筆頭	c=1 d=1 t=897
la la 	拉拉	c=2 d=0.0158537 t=7560
la qu 	拉取	c=1 d=0.000773179 t=7560
lai 	來	c=5 d=0.240511 t=7560
lai ge 	來個	c=1 d=0.000201444 t=7560
lai shuo 	來說	c=3 d=1.03098e-06 t=7560
lai zhe 	來着	c=1 d=4.71388e-06 t=7560
lan de 	懶得	c=2 d=3.3764e-06 t=7560
lan ya 	藍牙	c=1 d=0.878095 t=7560
lao 	老	c=2 d=0.205634 t=7560
lao a yi 	老阿姨	c=1 d=0.242926 t=7560
lao da 	老打	c=0 d=0.00100017 t=7560
lao da zi 	老打字	c=1 d=0.0100518 t=7560
lao guang gun 	老光棍	c=1 d=0.0291588 t=7560
lao nian ji 	老年機	c=1 d=0.0262523 t=7560
lao nian ren 	老年人	c=1 d=0.00193045 t=7560
lao wang ji 	老忘記	c=1 d=1.35778e-10 t=7560
le 	了	c=148 d=4.3474 t=7560
le guan 	樂觀	c=1 d=2.13384e-05 t=7560
lei 	雷	c=2 d=0.00616042 t=7560
lei 	類	c=3 d=0.588605 t=7560
lei dian 	雷電	c=5 d=1.81789e-05 t=7560
lei si 	類似	c=2 d=0.304029 t=7560
lei xing 	類型	c=2 d=1.72615 t=3550
leng dan 	冷淡	c=1 d=9.07488e-06 t=7560
leng mo 	冷漠	c=1 d=0.00218749 t=7560
li 	力	c=1 d=0.000225994 t=7560
li 	李	c=1 d=0.000385874 t=7560
li 	裏	c=6 d=0.000178159 t=7560
li ge 	理個	c=1 d=8.0487e-06 t=7560
li le 	裏了	c=1 d=7.23142e-11 t=7560
li lun 	理論	c=1 d=5.34334e-10 t=7560
li men 	里門	c=1 d=0.0025415 t=7560
li mian 	裏面	c=16 d=0.86573 t=7560
li ming 	黎明	c=1 d=0.00436124 t=7560
li ru 	例如	c=2 d=0.00204325 t=7560
li shi 	歷史	c=1 d=2.63382e-11 t=7560
li xian 	離線	c=1 d=4.90709e-08 t=7560
li xing 	理性	c=4 d=0.55177 t=7560
li zi 	例子	c=1 d=7.2103e-06 t=7560
lian 	練	c=1 d=0.00136719 t=7560
lian 	連	c=4 d=2.74207e-05 t=7560
lian ai 	戀愛	c=1 d=9.63604e-06 t=7560
lian bu shang 	連不上	c=1 d=1.06531e-09 t=7560
lian jie 	連接	c=12 d=1.25866 t=7560
lian jie 	鏈接	c=3 d=0.0392659 t=7560
lian jie shu 	連接數	c=3 d=5.83046e-07 t=7560
lian tong 	聯通	c=1 d=1.01598e-10 t=7560
lian tong 	連通	c=4 d=4.93528e-10 t=7560
lian xi 	聯繫	c=4 d=1.29972 t=3205
liang 	量	c=4 d=1.06851e-06 t=7560
liang bu 	兩步	c=1 d=0.0166557 t=7560
liang du 	亮度	c=1 d=1.78725e-08 t=7560
liang ge 	兩個	c=7 d=1.29938 t=7560
liao 	聊	c=2 d=0.00476682 t=7560
liao jie 	瞭解	c=1 d=0.000405658 t=7560
liao liao 	聊聊	c=2 d=0.289035 t=7560
liao liao tian 	聊聊天	c=1 d=0.142987 t=7560
liao sha 	聊啥	c=3 d=0.724756 t=7560
liao tian 	聊天	c=9 d=0.963161 t=7560
lie biao 	列表	c=16 d=0.858032 t=7560
lie biao ye 	列表頁	c=2 d=1.00013 t=3039
lie ren 	獵人	c=1 d=6.1463e-10 t=7560
ling 	另	c=1 d=0.32628 t=7560
ling hun 	靈魂	c=1 d=0.506617 t=7560
ling wai 	另外	c=5 d=0.049583 t=7560
ling yi ge 	另一個	c=1 d=7.31927e-06 t=7560
liu 	劉	c=5 d=0.0170433 t=7560
liu 	流	c=5 d=0.00132016 t=7560
liu 	溜	c=5 d=0.0115505 t=7560
liu chang 	流暢	c=1 d=1 t=1156
liu cheng 	流程	c=3 d=0.794534 t=7560
liu cheng tu 	流程圖	c=1 d=1 t=556
liu le 	溜了	c=4 d=0.791142 t=7560
liu wan 	遛彎	c=2 d=0.0286409 t=7560
lou 	嘍	c=1 d=0.000173384 t=7560
lou 	樓	c=1 d=0.126186 t=7560
lu 	路	c=1 d=4.12855e-05 t=7560
lu jing 	路徑	c=5 d=0.037722 t=7560
lu xu 	陸續	c=1 d=2.04523e-06 t=7560
lu you 	路由	c=1 d=0.00188279 t=7560
luo 	羅	c=2 d=0.609571 t=7560
luo ji 	羅技	c=4 d=9.00694e-05 t=7560
luo ji 	邏輯	c=1 d=1 t=2188
lv 	率	c=4 d=7.44529e-07 t=7560
