# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	7560
#@/user_id	fedc3d7a-10a1-40a4-8722-dc6db483d2ef
a 	啊	c=15 d=1.74342 t=7560
ma 	嗎	c=35 d=1.25395 t=7560
ma 	嘛	c=17 d=0.00365198 t=7560
ma 	媽	c=1 d=0.00367942 t=7560
ma 	馬	c=2 d=1.00771 t=3209
ma fan 	麻煩	c=18 d=1.43449 t=7560
ma xiang qian 	嗎向前	c=1 d=1 t=3208
mai 	買	c=2 d=3.05113e-06 t=7560
mai ge 	買個	c=1 d=3.20756e-06 t=7560
mai ke feng 	麥克風	c=1 d=5.42317e-08 t=7560
mai le 	買了	c=1 d=2.32917e-06 t=7560
man 	慢	c=1 d=6.20702e-08 t=7560
man 	滿	c=1 d=0.174646 t=729
man le 	滿了	c=1 d=1 t=11
man man 	慢慢	c=1 d=1.06495e-05 t=7560
man ri zhi 	滿日誌	c=1 d=1 t=730
mang 	忙	c=1 d=3.04428e-09 t=7560
mang de 	忙得	c=1 d=0.369723 t=7560
me 	麼	c=1 d=0.110251 t=7560
mei 	妹	c=1 d=1.79127e-05 t=7560
mei 	沒	c=46 d=1.29733 t=7560
mei ban fa 	沒辦法	c=4 d=0.108645 t=7560
mei ce 	沒測	c=1 d=0.00013776 t=7560
mei dao 	每到	c=1 d=2.07685e-10 t=7560
mei ge 	每個	c=4 d=0.00563937 t=7560
mei gei 	沒給	c=0 d=0.1 t=3997
mei gei wo men 	沒給我們	c=1 d=1 t=3998
mei hua 	美化	c=1 d=1 t=307
mei ju 	美劇	c=1 d=3.34653e-05 t=7560
mei kan jian 	沒看見	c=1 d=1.97556e-10 t=7560
mei miao 	每秒	c=1 d=1.67045e-07 t=7560
mei ren 	沒人	c=2 d=3.83124e-07 t=7560
mei sha 	沒啥	c=1 d=0.0340475 t=7560
mei sha yong 	沒啥用	c=1 d=2.77461e-06 t=7560
mei shi 	沒事	c=5 d=0.548823 t=7560
mei su du 	沒速度	c=1 d=0.0017555 t=7560
mei tai da 	沒太大	c=1 d=1 t=1285
mei tian 	每天	c=1 d=0.000605171 t=7560
mei wen ti 	沒問題	c=2 d=0.579842 t=7560
mei yao 	沒要	c=1 d=5.58833e-08 t=7560
mei you 	沒有	c=21 d=0.586325 t=7560
mei yuan 	美元	c=1 d=3.4837e-07 t=7560
mei zi 	妹子	c=2 d=0.481176 t=7560
men 	們	c=4 d=1.22599 t=7560
men men 	悶悶	c=1 d=0.000293099 t=7560
meng 	夢	c=1 d=6.92758e-06 t=7560
mi ma 	密碼	c=20 d=0.0709792 t=7560
mi yao 	密鑰	c=1 d=3.88812e-05 t=7560
mian 	麪	c=2 d=0.00304748 t=7560
mian fei 	免費	c=1 d=1.23452e-08 t=7560
mian se 	面色	c=1 d=0.00217658 t=7560
mian zi 	面子	c=1 d=3.19928e-05 t=7560
miao 	妙	c=1 d=0.00856561 t=7560
miao 	秒	c=2 d=0.000483239 t=7560
miao shu 	描述	c=1 d=1 t=2999
miao yu 	妙語	c=2 d=0.00107965 t=7560
ming 	名	c=1 d=0.060205 t=7560
ming cheng 	名稱	c=6 d=0.0175572 t=7560
ming ling 	命令	c=16 d=0.934688 t=7560
ming tian 	明天	c=3 d=0.0244945 t=7560
ming xian 	明顯	c=1 d=1 t=690
ming zi 	名字	c=3 d=0.00521359 t=7560
mo 	模	c=1 d=0.755784 t=7560
mo ban 	模板	c=2 d=1.0005 t=2182
mo hu 	模糊	c=5 d=3.46178 t=7560
mo hu cha xun 	模糊查詢	c=1 d=1 t=498
mo kuai 	模塊	c=6 d=0.0402648 t=7560
mo mo 	默默	c=1 d=0.000378233 t=7560
mo ren 	默認	c=13 d=0.146438 t=7560
mo ren an quan zu 	默認安全組	c=1 d=1 t=1741
mo shi 	模式	c=1 d=9.46969e-07 t=7560
mo wen wei 	莫文蔚	c=2 d=0.932394 t=7560
mu 	木	c=1 d=1 t=712
mu lu 	目錄	c=11 d=0.16867 t=7560
mu qian 	目前	c=1 d=1 t=2121
mu shen 	牧神	c=2 d=8.11387e-05 t=7560
na 	哪	c=2 d=1.69768 t=3544
na 	那	c=28 d=1.09328 t=7560
na bian 	那邊	c=12 d=0.381064 t=7560
na bu 	那不	c=1 d=9.97928e-06 t=7560
na ceng 	那層	c=1 d=0.109154 t=7560
na ge 	哪個	c=4 d=0.172045 t=7560
na ge 	那個	c=30 d=1.70121 t=7560
na hai hao 	那還好	c=1 d=2.66582e-06 t=7560
na hui 	那會	c=2 d=0.00532682 t=7560
na jiu 	那就	c=2 d=1.06051 t=3986
na jiu shi 	那就是	c=1 d=0.201897 t=7560
na lan 	那欄	c=1 d=1 t=1635
na li 	哪裏	c=3 d=0.00212735 t=7560
na li 	那裏	c=4 d=0.289639 t=7560
na me 	那麼	c=1 d=0.151829 t=7560
na ni 	納尼	c=1 d=1 t=2201
na ni men 	那你們	c=1 d=0.000119165 t=7560
na shi 	那是	c=2 d=0.0405526 t=7560
na shou 	那首	c=1 d=0.0121552 t=7560
na tao 	那套	c=1 d=0.290835 t=7560
na wo 	那我	c=5 d=0.234439 t=7560
na xie 	那些	c=5 d=7.48518e-05 t=7560
na yang 	那樣	c=1 d=1.17128e-07 t=7560
na zhong 	那種	c=12 d=0.323679 t=7560
nan 	男	c=1 d=0.00212284 t=7560
nan dao 	難道	c=3 d=0.00784834 t=7560
nan de 	難得	c=1 d=0.479505 t=7560
nan hai zi 	男孩子	c=1 d=0.0156858 t=7560
nan luo 	南鑼	c=2 d=0.000145368 t=7560
nan peng you 	男朋友	c=1 d=0.0309618 t=7560
nan piao 	男票	c=1 d=6.05274e-06 t=7560
nan ren 	男人	c=1 d=0.000223746 t=7560
nan wei 	難爲	c=1 d=0.000153778 t=7560
nan xing 	男性	c=1 d=8.41916e-06 t=7560
nan yi 	難以	c=1 d=0.447088 t=7560
nao 	鬧	c=1 d=3.76475e-08 t=7560
nao hai 	腦海	c=1 d=0.0198411 t=7560
ne 	呢	c=2 d=0.0376532 t=7560
nei 	內	c=5 d=0.133082 t=7560
nei bu 	內部	c=3 d=0.155688 t=7560
nei cun 	內存	c=7 d=4.93221e-06 t=7560
nei he 	內核	c=5 d=0.0398014 t=7560
nei rong 	內容	c=2 d=1.08969 t=7560
nei wang 	內網	c=5 d=1.11122e-05 t=7560
neng 	能	c=10 d=1.90722 t=7560
neng he wo 	能和我	c=1 d=0.463013 t=7560
neng kan 	能看	c=1 d=5.96262e-06 t=7560
neng li 	能力	c=1 d=0.000256085 t=7560
neng shi pin 	能視頻	c=1 d=2.34084e-06 t=7560
ni 	你	c=104 d=4.34327 t=7560
ni ba 	你把	c=3 d=8.51416e-06 t=7560
ni ba 	泥巴	c=1 d=1 t=1579
ni bang 	你幫	c=1 d=1.56965e-10 t=7560
ni bei 	你被	c=1 d=0.0426384 t=7560
ni bu ji 	你不急	c=1 d=3.137e-09 t=7560
ni ce shi de 	你測試的	c=1 d=1.61745e-10 t=7560
ni chong qi 	你重啓	c=1 d=8.35981e-11 t=7560
ni de 	你的	c=12 d=0.814647 t=7560
ni dian nao 	你電腦	c=1 d=2.31755e-06 t=7560
ni dong 	你懂	c=1 d=0.0170774 t=7560
ni dou 	你都	c=1 d=0.767206 t=7560
ni dui xiang 	你對象	c=1 d=1.09738e-05 t=7560
ni duo hui 	你多會	c=1 d=3.64343e-05 t=7560
ni fa 	你發	c=1 d=1.19226e-10 t=7560
ni gai 	你改	c=0 d=8.27663e-12 t=7560
ni gai de 	你改的	c=1 d=8.31812e-11 t=7560
ni gai le 	你改了	c=1 d=4.85909e-10 t=7560
ni gan ma 	你幹嗎	c=1 d=2.51793e-11 t=7560
ni hai 	你還	c=1 d=0.00980366 t=7560
ni hao 	你好	c=2 d=3.58919e-05 t=7560
ni hui 	你會	c=1 d=0.0150707 t=7560
ni kan 	你看	c=4 d=4.7375e-06 t=7560
ni kan kan 	你看看	c=2 d=1.27804 t=674
ni ke yi 	你可以	c=2 d=0.869358 t=7560
ni le 	你了	c=4 d=0.975052 t=7560
ni le 	膩了	c=1 d=6.31499e-05 t=7560
ni mei 	你沒	c=1 d=0.036334 t=7560
ni men 	你們	c=22 d=0.521399 t=7560
ni na 	你拿	c=1 d=0.349938 t=7560
ni neng 	你能	c=1 d=0.970446 t=7560
ni shang ci 	你上次	c=1 d=3.24035e-08 t=7560
ni shi 	你是	c=2 d=0.0328397 t=7560
ni shi shi 	你試試	c=1 d=1.23729e-05 t=7560
ni shuo 	你說	c=2 d=0.00904991 t=7560
ni ti ce 	你提測	c=1 d=2.25526e-09 t=7560
ni xian 	你先	c=1 d=0.891366 t=7560
ni xu yao 	你需要	c=1 d=4.99499e-11 t=7560
ni xuan ze 	你選擇	c=1 d=0.063609 t=7560
ni yao 	你要	c=8 d=0.802519 t=7560
ni yao yong 	你要用	c=2 d=3.0057e-06 t=7560
ni ye 	你也	c=1 d=0.0110536 t=7560
ni yi jing 	你已經	c=3 d=0.0661718 t=7560
ni yong 	你用	c=0 d=0.1 t=245
ni yong de 	你用的	c=2 d=1.58567 t=353
ni you 	你有	c=1 d=5.27472e-05 t=7560
ni zai 	你在	c=3 d=0.778801 t=7560
ni zhe 	你這	c=5 d=0.398494 t=7560
ni zhe ge 	你這個	c=1 d=1.63315e-06 t=7560
ni zhe hua 	你這話	c=1 d=2.86602e-05 t=7560
ni zhe ren 	你這人	c=1 d=0.0175975 t=7560
ni zhi xing 	你執行	c=1 d=1.99956e-05 t=7560
ni zi ji 	你自己	c=1 d=8.23115e-06 t=7560
ni zi ji kan 	你自己看	c=1 d=1 t=2170
nian 	年	c=1 d=0.00265848 t=7560
nian qing 	年輕	c=6 d=0.258743 t=7560
nian qing ren 	年輕人	c=1 d=9.58798e-06 t=7560
niao 	鳥	c=1 d=1 t=357
nin 	您	c=9 d=2.24966 t=7560
nin hao 	您好	c=6 d=0.612626 t=7560
ning que wu lan 	寧缺毋濫	c=1 d=1.88311e-05 t=7560
nong 	弄	c=1 d=3.38892e-06 t=7560
nv 	女	c=2 d=0.00447902 t=7560
nv nv 	女女	c=1 d=0.0338776 t=7560
nv peng you 	女朋友	c=1 d=2.23206e-05 t=7560
nv piao 	女票	c=1 d=0.0193512 t=7560
nv shen 	女神	c=3 d=0.0186146 t=7560
nv sheng 	女生	c=9 d=0.383722 t=7560
o 	哦	c=3 d=0.0276759 t=7560
pa 	怕	c=1 d=0.000101546 t=7560
pai 	派	c=2 d=0.0169927 t=7560
pai cha 	排查	c=2 d=0.000276033 t=7560
pai qi 	排期	c=1 d=1 t=3361
pan duan 	判斷	c=2 d=1.96079 t=1113
pang pang 	胖胖	c=1 d=0.00216573 t=7560
pao 	跑	c=1 d=6.41152e-07 t=7560
pei 	配	c=11 d=0.847894 t=7560
pei de 	配的	c=1 d=5.26379e-10 t=7560
pei dui 	配對	c=1 d=1 t=22
pei hao 	配好	c=2 d=5.31887e-08 t=7560
pei hao 	配號	c=1 d=3.0754e-11 t=7560
pei he 	配合	c=3 d=2.32583 t=3573
pei le 	配了	c=1 d=0.774916 t=7560
pei se 	配色	c=1 d=1 t=7560
pei sha 	配啥	c=1 d=0.806541 t=7560
pei tao 	配套	c=3 d=2.14459e-10 t=7560
pei xun 	培訓	c=2 d=0.218981 t=7560
pei zhi 	配置	c=37 d=1.53601 t=7560
pei zhi wen jian 	配置文件	c=1 d=8.38003e-10 t=7560
pei zhi xiang 	配置項	c=1 d=4.3522e-08 t=7560
peng dao 	碰到	c=1 d=0.204948 t=7560
pi liang 	批量	c=1 d=1 t=1796
pi pei 	匹配	c=3 d=0.00143071 t=7560
pian 	片	c=1 d=0.0219278 t=7560
piao liang 	漂亮	c=1 d=0.000265207 t=7560
pin jie 	拼接	c=2 d=1.99005 t=495
pin yin 	拼音	c=3 d=1.99005 t=7560
ping 	屏	c=0 d=0.0927743 t=7560
ping bi 	屏蔽	c=1 d=5.94824e-07 t=7560
ping guo 	蘋果	c=1 d=0.0865022 t=7560
ping hua 	平滑	c=1 d=0.00275318 t=7560
ping jun 	平均	c=1 d=1 t=3253
ping mi 	平米	c=1 d=3.84015e-06 t=7560
ping shi 	平時	c=1 d=0.00382958 t=7560
ping tai 	平臺	c=3 d=0.383833 t=7560
pu bian 	普遍	c=2 d=0.00373503 t=7560
pu tong 	普通	c=2 d=0.00125653 t=7560
qi 	其	c=2 d=0.66641 t=7560
qi 	器	c=2 d=0.529935 t=7560
qi 	琪	c=2 d=0.664493 t=7560
qi 	起	c=1 d=1 t=1869
qi 	齊	c=1 d=0.771052 t=7560
qi bu lai 	起不來	c=1 d=0.00802655 t=7560
qi dong 	啓動	c=11 d=0.298191 t=7560
qi dong pan 	啓動盤	c=1 d=0.97531 t=7560
qi ge 	七個	c=1 d=1 t=1867
qi guai 	奇怪	c=1 d=0.00767337 t=7560
qi lai 	起來	c=1 d=7.7518e-05 t=7560
qi le 	起了	c=1 d=0.00246639 t=7560
qi shi 	其實	c=1 d=0.000372602 t=7560
qi ta 	其他	c=14 d=0.093934 t=7560
qi ta de 	其他的	c=1 d=3.05954e-09 t=7560
qi ta qu 	其他區	c=1 d=3.29783e-09 t=7560
qi tong 	期銅	c=1 d=1.01809e-05 t=7560
qi yong 	啓用	c=7 d=0.71177 t=7560
qi zhong 	其中	c=4 d=0.0225175 t=7560
qian 	茜	c=2 d=9.31847e-07 t=7560
qian dao 	簽到	c=1 d=6.49161e-06 t=7560
qian duan 	前端	c=7 d=0.111543 t=7560
qian fei 	欠費	c=1 d=1 t=1456
qian hou 	前後	c=1 d=0.01649 t=7560
qian jie 	前街	c=1 d=0.00311976 t=7560
qian liang tian 	前兩天	c=1 d=0.0002139 t=7560
qian xian 	前線	c=1 d=1 t=300
qian yi dao 	遷移到	c=1 d=1 t=127
qiang li 	強力	c=1 d=0.0185924 t=7560
qiao 	巧	c=1 d=0.00027603 t=7560
qiao he 	巧合	c=1 d=0.20089 t=7560
qie 	且	c=1 d=1 t=3560
qie huan 	切換	c=5 d=0.556637 t=7560
qing 	青	c=1 d=7.04928e-05 t=7560
qing gan 	情感	c=1 d=0.0372538 t=7560
qing hua 	清華	c=6 d=6.65628e-06 t=7560
qing kuang 	情況	c=8 d=0.775249 t=7560
qing li 	清理	c=3 d=0.0120348 t=7560
qing li xia 	清理下	c=1 d=1 t=14
qing mei zhu ma 	青梅竹馬	c=1 d=2.67226e-05 t=7560
qing qiu 	請求	c=1 d=2.06649e-10 t=7560
qing song 	輕鬆	c=1 d=0.000542133 t=7560
qing song 	青松	c=1 d=0.000133021 t=7560
qing wo 	請我	c=1 d=0.0140519 t=7560
qing yong 	慶勇	c=1 d=8.70098e-11 t=7560
qiu 	邱	c=1 d=8.65759e-11 t=7560
qu 	區	c=3 d=0.0994782 t=7560
qu 	去	c=6 d=0.00365949 t=7560
qu 	取	c=4 d=0.00186348 t=7560
qu bie 	區別	c=3 d=0.0020396 t=7560
qu bu dao 	取不到	c=1 d=0.000204488 t=7560
qu de 	去的	c=1 d=0.000432902 t=7560
qu diao 	去掉	c=2 d=0.244962 t=7560
qu dong 	驅動	c=1 d=2.18296e-08 t=7560
qu fen 	區分	c=2 d=0.0608101 t=7560
qu le 	去了	c=1 d=1.57291e-05 t=7560
qu ma 	去嗎	c=1 d=0.000430743 t=7560
qu mian 	曲面	c=0 d=0.0927743 t=7560
qu mian ping 	曲面屏	c=1 d=0.932394 t=7560
qu xiao 	取消	c=3 d=0.0046835 t=7560
qu zheng 	取整	c=0 d=4.19308e-12 t=7560
qu zheng shu 	取整數	c=1 d=4.2141e-11 t=7560
quan 	全	c=1 d=1.00022 t=1543
quan 	勸	c=1 d=7.86896e-05 t=7560
quan bu 	全部	c=2 d=0.900325 t=7560
quan dian 	全點	c=1 d=1 t=345
quan ji fang 	全機房	c=3 d=1.0002 t=3380
quan jia 	勸架	c=1 d=7.22773e-05 t=7560
quan ju 	全局	c=4 d=0.0547636 t=7560
quan xian 	權限	c=19 d=0.628273 t=7560
quan xian fu gai 	權限覆蓋	c=1 d=1.33411e-09 t=7560
quan zhong 	權重	c=1 d=4.83403e-08 t=7560
que ding 	確定	c=2 d=1.8311 t=2883
que ren 	確認	c=1 d=0.00124328 t=7560
que shi 	確實	c=1 d=0.308819 t=7560
que shi 	確是	c=1 d=1.19514e-09 t=7560
que shi 	缺失	c=1 d=1.20113e-09 t=7560
qun li 	羣裏	c=2 d=0.00249954 t=7560
ran hou 	然後	c=17 d=1.05217 t=7560
rang 	讓	c=2 d=0.00263203 t=7560
rang wo 	讓我	c=1 d=0.000164106 t=7560
ren 	人	c=31 d=2.25983 t=7560
ren le 	人了	c=1 d=0.17552 t=7560
ren li 	人力	c=1 d=0.0359725 t=7560
ren shi 	認識	c=4 d=0.525741 t=7560
ren wei 	認爲	c=1 d=0.185444 t=7560
ren wu 	任務	c=1 d=1 t=1111
ren yuan 	人員	c=4 d=1.36928 t=7560
ren zheng 	認證	c=1 d=1 t=2395
ren zhi 	認知	c=1 d=0.0366992 t=7560
ri ben 	日本	c=1 d=7.73311e-06 t=7560
ri shi 	日式	c=2 d=4.38607e-05 t=7560
ri zhi 	日誌	c=9 d=0.231987 t=7560
rong qi 	容器	c=11 d=0.339545 t=7560
rong yi 	容易	c=2 d=0.0863809 t=7560
ru 	入	c=5 d=0.88692 t=7560
ru 	如	c=5 d=0.313486 t=7560
ru 	茹	c=1 d=1 t=1189
ru ci 	如此	c=1 d=0.0800583 t=7560
ru guo 	如果	c=10 d=0.486966 t=7560
ru kou 	入口	c=1 d=0.116484 t=7560
ru qin 	入侵	c=1 d=1 t=161
ru zhi 	入職	c=5 d=0.000482106 t=7560
ruan 	軟	c=1 d=0.0183156 t=7560
ruan de 	軟的	c=1 d=0.000523486 t=7560
ruan jian 	軟件	c=3 d=1 t=7560
ruan jian yuan 	軟件園	c=2 d=1.90484 t=453
ruan jian yuan 	軟件源	c=1 d=3.11382e-10 t=7560
ruan lian jie 	軟鏈接	c=2 d=8.35511e-10 t=7560
ruo 	弱	c=2 d=1.00021 t=1756
ruo 	若	c=8 d=0.223162 t=7560
ruo guo 	弱國	c=1 d=1 t=2920
ruo wu 	若無	c=1 d=0.0152985 t=7560
san 	三	c=1 d=0.666977 t=7560
san ge 	三個	c=2 d=1.0098 t=1040
san si tian 	三四天	c=1 d=0.00035443 t=7560
san tai 	三臺	c=2 d=1.97045 t=1701
san xing 	三星	c=1 d=0.927743 t=7560
san zhong 	三種	c=1 d=0.000652304 t=7560
san zu 	三組	c=4 d=0.00283039 t=7560
sha 	啥	c=15 d=0.855646 t=7560
sha de 	啥的	c=1 d=0.169483 t=7560
sha yang 	啥樣	c=1 d=0.00975476 t=7560
shan 	山	c=1 d=8.23115e-05 t=7560
shan chang 	擅長	c=2 d=0.133675 t=7560
shan chu 	刪除	c=20 d=0.559188 t=7560
shan chu zhong 	刪除中	c=1 d=1.0677e-06 t=7560
shan duan 	閃斷	c=2 d=1.99501 t=2771
shang 	上	c=33 d=2.40867 t=7560
shang ban 	上班	c=3 d=0.193276 t=7560
shang bao 	上報	c=1 d=1.5931e-08 t=7560
shang chuan 	上傳	c=9 d=0.0415134 t=7560
shang ci 	上次	c=5 d=0.000754157 t=7560
shang de 	上的	c=1 d=0.00238156 t=7560
shang di 	上地	c=1 d=0.000122182 t=7560
shang hai 	上海	c=9 d=0.00033198 t=7560
shang hai qu 	上海區	c=1 d=1 t=2217
shang le 	上了	c=2 d=0.447092 t=7560
shang liang 	商量	c=1 d=0.00499159 t=7560
shang lu 	上路	c=1 d=0.000357992 t=7560
shang ma 	上馬	c=1 d=0.218712 t=7560
shang mian 	上面	c=1 d=1 t=3799
shang qu 	上去	c=4 d=1.31201e-05 t=7560
shang sha 	商廈	c=1 d=0.000125903 t=7560
shang shu 	上述	c=3 d=0.0874829 t=7560
shang wan 	上完	c=2 d=1.94713e-07 t=7560
shang xian 	上線	c=20 d=2.59563 t=7560
shang zhou 	上週	c=1 d=2.72764e-11 t=7560
shao 	少	c=1 d=9.68434e-06 t=7560
shao deng 	稍等	c=12 d=1.03461 t=3686
shao jian 	少見	c=1 d=1 t=2561
shao nian 	少年	c=1 d=0.0243554 t=7560
shao shu 	少數	c=0 d=0.00026852 t=7560
shao shu duo 	少數多	c=1 d=0.00269866 t=7560
shao shu pai 	少數派	c=28 d=1.68731 t=7560
shao wei 	稍微	c=1 d=2.35826e-05 t=7560
shao yu 	少於	c=1 d=1 t=3566
she ji 	射擊	c=3 d=2.9459 t=907
she ji 	設計	c=1 d=0.0102549 t=7560
she zhi 	設置	c=2 d=0.00124558 t=7560
shen 	深	c=1 d=0.0134335 t=7560
shen ban 	身板	c=1 d=7.98788e-05 t=7560
shen bao 	申報	c=1 d=3.68005e-05 t=7560
shen du 	深度	c=1 d=0.960789 t=7560
shen dun ju 	神盾局	c=2 d=0.99008 t=7560
shen he 	審覈	c=1 d=0.621885 t=7560
shen me 	什麼	c=2 d=0.0076706 t=7560
shen pi 	審批	c=2 d=0.00129402 t=7560
shen qing 	申請	c=19 d=0.631423 t=7560
sheng 	生	c=1 d=7.39283e-06 t=7560
sheng 	聲	c=1 d=1.5037e-05 t=7560
sheng cheng 	生成	c=2 d=0.000531398 t=7560
sheng huo 	生活	c=1 d=0.0278757 t=7560
sheng ji 	升級	c=2 d=1.97531 t=2890
sheng jiang 	升降	c=1 d=0.00155699 t=7560
sheng ka 	聲卡	c=1 d=5.28927e-08 t=7560
sheng li si bie 	生離死別	c=1 d=2.89483e-05 t=7560
sheng xia 	剩下	c=2 d=0.542149 t=7560
sheng xiao 	生效	c=1 d=0.33454 t=7560
shi 	事	c=3 d=0.856415 t=7560
shi 	使	c=1 d=0.332871 t=7560
shi 	式	c=1 d=1.02753 t=457
shi 	是	c=100 d=2.99241 t=7560
shi 	時	c=5 d=0.0452226 t=7560
shi 	石	c=1 d=2.22093e-05 t=7560
shi 	試	c=1 d=9.37865e-11 t=7560
shi a 	是啊	c=2 d=0.0141339 t=7560
shi an 	是按	c=1 d=1 t=2086
shi ba 	是吧	c=5 d=0.131996 t=7560
shi bai 	失敗	c=18 d=0.289384 t=7560
shi bu shi 	是不是	c=3 d=0.246607 t=7560
shi bu shi yin wei 	是不是因爲	c=1 d=1 t=589
shi dai 	時代	c=3 d=0.0710701 t=7560
shi dang 	適當	c=1 d=3.54611e-10 t=7560
shi de 	使得	c=2 d=1.00158 t=1955
shi de 	是的	c=3 d=0.0699482 t=7560
shi fa 	事發	c=1 d=1 t=2857
shi fen 	時分	c=1 d=0.000480828 t=7560
shi fou 	是否	c=2 d=1.0066 t=1386
shi ge 	是個	c=1 d=0.0119145 t=7560
shi he 	適合	c=1 d=0.000409735 t=7560
shi hou 	時候	c=12 d=0.173779 t=7560
shi i 	是i	c=1 d=1.89255e-05 t=7560
shi ji 	實際	c=1 d=1 t=833
shi jian 	時間	c=18 d=0.58227 t=7560
shi jian chuo 	時間戳	c=4 d=5.44582e-10 t=7560
shi jian duan 	時間段	c=1 d=1 t=2856
shi jiang 	是將	c=1 d=0.0652193 t=7560
shi jie 	世界	c=1 d=6.17711e-10 t=7560
shi li 	實例	c=107 d=3.53808 t=7560
shi li 	實力	c=1 d=1 t=29
shi li hua 	實例化	c=0 d=1.01871e-05 t=7560
shi li shang 	實例上	c=1 d=1 t=3172
shi ling 	失靈	c=0 d=0.1 t=2719
shi ling i 	失靈i	c=1 d=1 t=2720
shi luo 	失落	c=1 d=8.46137e-06 t=7560
shi ni 	是你	c=1 d=0.000208619 t=7560
shi pei 	適配	c=6 d=0.304087 t=7560
shi pin 	視頻	c=7 d=0.97531 t=7560
shi qi 	時期	c=1 d=1 t=3858
shi qing 	事情	c=1 d=1 t=4013
shi shi 	實施	c=1 d=1 t=2339
shi shi 	試試	c=7 d=0.729789 t=7560
shi shi kan 	試試看	c=1 d=6.47485e-05 t=7560
shi wo 	是我	c=2 d=0.0109222 t=7560
shi xi 	實習	c=1 d=2.37622e-06 t=7560
shi xian 	實現	c=2 d=0.0518189 t=7560
shi xu 	時序	c=1 d=0.00927901 t=7560
shi yan 	實驗	c=1 d=0.0328764 t=7560
shi yao 	是要	c=1 d=1.43455e-10 t=7560
shi yi xia 	試一下	c=4 d=0.00542328 t=7560
shi yin wei 	是因爲	c=1 d=3.87874e-06 t=7560
shi yong 	使用	c=51 d=1.22336 t=7560
shi you 	是由	c=1 d=1 t=1633
shi zai 	是在	c=1 d=0.00151855 t=7560
shi zhe 	試着	c=1 d=0.00245409 t=7560
shi zhe yang 	是這樣	c=1 d=4.55329e-10 t=7560
shou 	收	c=2 d=0.767206 t=7560
shou 	瘦	c=2 d=4.92143e-05 t=7560
shou dao 	收到	c=3 d=0.00142084 t=7560
shou de 	瘦的	c=1 d=2.26579e-05 t=7560
shou dian 	瘦點	c=1 d=2.37008e-05 t=7560
shou dong 	手動	c=10 d=1.78729 t=7560
shou hou 	售後	c=2 d=1 t=2965
shou ji 	手機	c=2 d=0.00450878 t=7560
shou qi 	收起	c=1 d=0.683861 t=7560
shou quan 	授權	c=1 d=0.000363402 t=7560
shou xia lai 	瘦下來	c=1 d=2.18786e-05 t=7560
shou xian 	受限	c=1 d=1.97489e-06 t=7560
shu 	數	c=0 d=4.19308e-12 t=7560
shu 	樹	c=1 d=1 t=541
shu biao 	鼠標	c=1 d=2.2049e-08 t=7560
shu chu 	輸出	c=1 d=4.51966e-11 t=7560
shu fu 	束縛	c=1 d=0.0393602 t=7560
shu ju 	數據	c=4 d=0.00184648 t=7560
shu ju dian 	數據點	c=1 d=1.68724e-07 t=7560
shu ju ku 	數據庫	c=18 d=0.222633 t=7560
shu mang 	樹忙	c=1 d=1 t=3563
shu mu 	數目	c=7 d=1.4779 t=3127
shu ru fa 	輸入法	c=2 d=0.0202085 t=7560
shu xing 	屬性	c=5 d=0.00775048 t=7560
shu zi 	數字	c=1 d=1 t=1774
shu zu 	數組	c=1 d=1 t=3575
shua 	刷	c=1 d=4.17075e-07 t=7560
shua xin 	刷新	c=1 d=1.98478e-06 t=7560
shuai 	帥	c=3 d=1.26845e-05 t=7560
shuai guo 	摔過	c=1 d=0.000642592 t=7560
shuang 	爽	c=1 d=0.00179097 t=7560
shuang 	雙	c=2 d=0.650509 t=7560
shuang pin 	雙拼	c=3 d=1.39888 t=7560
shui 	誰	c=2 d=0.000893825 t=7560
shui jue 	睡覺	c=2 d=0.0536995 t=7560
shui jun 	水軍	c=1 d=0.0266491 t=7560
shui ping 	水平	c=1 d=2.08116e-05 t=7560
shun bian 	順便	c=3 d=0.00995182 t=7560
shun li 	順利	c=1 d=1 t=1433
shun qi 	順其	c=1 d=1.04386e-05 t=7560
shun xu 	順序	c=2 d=1.50124e-07 t=7560
shuo 	說	c=10 d=0.00315501 t=7560
shuo bei 	說唄	c=1 d=1.21279e-05 t=7560
shuo bu ding 	說不定	c=2 d=0.0467199 t=7560
shuo de 	說的	c=3 d=0.467666 t=7560
shuo hua 	說話	c=2 d=0.00549835 t=7560
shuo le 	說了	c=2 d=0.255381 t=7560
shuo ming 	說明	c=1 d=1 t=2690
shuo sha 	說啥	c=1 d=0.323033 t=7560
shuo shi 	碩士	c=1 d=0.00229965 t=7560
shuo shuo 	說說	c=1 d=1.51514e-06 t=7560
si 	四	c=2 d=0.125556 t=7560
si fen 	四份	c=1 d=0.694197 t=7560
si ge 	四個	c=1 d=0.000493001 t=7560
si lou 	四樓	c=1 d=0.0934807 t=7560
si tian 	四天	c=1 d=0.000602152 t=7560
si yao 	私鑰	c=1 d=1 t=1669
song 	宋	c=4 d=0.000116404 t=7560
song 	松	c=1 d=7.08461e-05 t=7560
song 	送	c=0 d=0.1 t=462
song jian 	宋健	c=5 d=0.000108833 t=7560
song jian kang 	送健康	c=1 d=1 t=463
